Corner,cap_scs,mos_scs,res_scs,vdd,vss,AC_Gain_abs,AC_Gain_at_DC,BW_3dB,PM,Z_in,Z_out,DC_Bias_Output,In_Ref_noise,PSRR_P_1MHz,PSRR_N_1MHz,Vout_Mid_Point,Max_Vout_Sin,Min_Vout_Sin,SlewRate_Pos,SlewRate_Neg,HD2,HD3,Vout_Swing
Proc_Vol_max_100,ws,wo,tm,2.25,-2.5,17.19,24.71,69360000,44.65,3513000,2420,-0.7288,3.001e-08,2.684e-07,2.826e-07,-0.5801,0.9597,-2.12,347400000,-387100000,-33.03,-37.22,3.079
Proc_Vol_max_101,ws,wo,tm,2.75,-2.5,15.12,23.59,107500000,45.88,3438000,1599,-0.3247,3.507e-08,2.42e-07,2.773e-07,-0.3068,1.095,-1.708,694800000,-692000000,-51.62,-41.6,2.803
Proc_Vol_max_102,ws,wo,tm,2.5,-2.25,15.82,23.99,88230000,46.14,3438000,1923,-0.3011,3.257e-08,2.497e-07,2.755e-07,-0.2469,1.192,-1.686,541100000,-581100000,-41.86,-39.28,2.879
Proc_Vol_max_103,ws,wo,tm,2.25,-2.25,16.83,24.52,68010000,45.74,3500000,2459,-0.5049,2.986e-08,2.637e-07,2.803e-07,-0.3764,1.12,-1.873,338400000,-373500000,-34.31,-36.93,2.993
Proc_Vol_max_104,ws,wo,tm,2.75,-2.25,14.88,23.45,106800000,46.28,3414000,1605,-0.1064,3.496e-08,2.398e-07,2.716e-07,-0.1023,1.273,-1.477,689300000,-688800000,-64.54,-41.45,2.75
Proc_Vol_max_105,ws,wo,tm,2.5,-2.75,16.32,24.25,90160000,45.6,3475000,1887,-0.7459,3.283e-08,2.547e-07,2.851e-07,-0.6601,0.8349,-2.155,556800000,-598100000,-37.81,-39.63,2.99
Proc_Vol_max_106,ws,wo,tm,2.25,-2.75,17.48,24.85,70750000,44.07,3525000,2380,-0.955,3.016e-08,2.718e-07,2.862e-07,-0.7877,0.7853,-2.361,355800000,-399600000,-31.99,-37.42,3.146
Proc_Vol_max_107,ws,wo,tm,2.75,-2.75,15.32,23.7,108400000,45.52,3460000,1590,-0.5488,3.519e-08,2.406e-07,2.869e-07,-0.5164,0.9033,-1.936,698000000,-694500000,-46.32,-41.47,2.839
Proc_Vol_max_108,tm,wz,tm,2.5,-2.5,16.5,24.35,89600000,48.07,3486000,1766,-0.2081,3.4e-08,2.76e-07,2.703e-07,-0.2301,1.276,-1.736,640600000,-639900000,-49.31,-39.32,3.012
Proc_Vol_max_109,tm,wz,tm,2.25,-2.5,18.37,25.28,70060000,46.65,3521000,2233,-0.4339,3.124e-08,2.924e-07,2.756e-07,-0.3833,1.255,-2.021,452200000,-473500000,-42.55,-36.25,3.276
Proc_Vol_max_110,tm,wz,tm,2.75,-2.5,15.05,23.55,108300000,48.32,3473000,1481,0.006195,3.645e-08,2.629e-07,2.665e-07,-0.05719,1.337,-1.452,746400000,-705900000,-40.37,-41.82,2.789
Proc_Vol_max_111,tm,wz,tm,2.5,-2.25,16.21,24.2,89170000,48.36,3459000,1771,0.005445,3.386e-08,2.705e-07,2.666e-07,-0.03658,1.433,-1.507,633500000,-632600000,-43.86,-38.91,2.94
Proc_Vol_max_112,tm,wz,tm,2.25,-2.25,18.09,25.15,69140000,46.7,3500000,2255,-0.2156,3.106e-08,2.86e-07,2.731e-07,-0.1917,1.404,-1.787,443600000,-460700000,-49.22,-35.66,3.191
Proc_Vol_max_113,tm,wz,tm,2.75,-2.25,14.76,23.38,108300000,48.74,3441000,1477,0.2159,3.633e-08,2.588e-07,2.609e-07,0.1372,1.5,-1.225,742900000,-704600000,-38.51,-41.58,2.725
Proc_Vol_max_114,tm,wz,tm,2.5,-2.75,16.75,24.48,90150000,47.8,3509000,1759,-0.4252,3.413e-08,2.794e-07,2.758e-07,-0.4292,1.104,-1.963,646100000,-644900000,-62.54,-39.5,3.067
Proc_Vol_max_115,tm,wz,tm,2.25,-2.75,18.61,25.39,71050000,46.59,3540000,2208,-0.6545,3.141e-08,2.975e-07,2.79e-07,-0.581,1.09,-2.251,460300000,-485400000,-39.23,-36.65,3.341
Proc_Vol_max_116,tm,wz,tm,2.75,-2.75,15.3,23.7,108500000,47.94,3500000,1481,-0.2091,3.656e-08,2.638e-07,2.753e-07,-0.2582,1.161,-1.678,750500000,-704300000,-42.56,-41.81,2.839
Proc_Vol_max_117,wp,wz,tm,2.5,-2.5,16.5,24.35,89600000,48.07,3486000,1766,-0.2081,3.4e-08,2.76e-07,2.703e-07,-0.2301,1.276,-1.736,640600000,-639900000,-49.31,-39.32,3.012
Proc_Vol_max_118,wp,wz,tm,2.25,-2.5,18.37,25.28,70060000,46.65,3521000,2233,-0.4339,3.124e-08,2.924e-07,2.756e-07,-0.3833,1.255,-2.021,452200000,-473500000,-42.55,-36.25,3.276
Proc_Vol_max_119,wp,wz,tm,2.75,-2.5,15.05,23.55,108300000,48.32,3473000,1481,0.006195,3.645e-08,2.629e-07,2.665e-07,-0.05719,1.337,-1.452,746400000,-705900000,-40.37,-41.82,2.789
Proc_Vol_max_120,wp,wz,tm,2.5,-2.25,16.21,24.2,89170000,48.36,3459000,1771,0.005445,3.386e-08,2.705e-07,2.666e-07,-0.03658,1.433,-1.507,633500000,-632600000,-43.86,-38.91,2.94
Proc_Vol_max_121,wp,wz,tm,2.25,-2.25,18.09,25.15,69140000,46.7,3500000,2255,-0.2156,3.106e-08,2.86e-07,2.731e-07,-0.1917,1.404,-1.787,443600000,-460700000,-49.22,-35.66,3.191
Proc_Vol_max_122,wp,wz,tm,2.75,-2.25,14.76,23.38,108300000,48.74,3441000,1477,0.2159,3.633e-08,2.588e-07,2.609e-07,0.1372,1.5,-1.225,742900000,-704600000,-38.51,-41.58,2.725
Proc_Vol_max_123,wp,wz,tm,2.5,-2.75,16.75,24.48,90150000,47.8,3509000,1759,-0.4252,3.413e-08,2.794e-07,2.758e-07,-0.4292,1.104,-1.963,646100000,-644900000,-62.54,-39.5,3.067
Proc_Vol_max_124,wp,wz,tm,2.25,-2.75,18.61,25.39,71050000,46.59,3540000,2208,-0.6545,3.141e-08,2.975e-07,2.79e-07,-0.581,1.09,-2.251,460300000,-485400000,-39.23,-36.65,3.341
Proc_Vol_max_125,wp,wz,tm,2.75,-2.75,15.3,23.7,108500000,47.94,3500000,1481,-0.2091,3.656e-08,2.638e-07,2.753e-07,-0.2582,1.161,-1.678,750500000,-704300000,-42.56,-41.81,2.839
Proc_Vol_max_126,ws,wz,tm,2.5,-2.5,16.5,24.35,89600000,48.07,3486000,1766,-0.2081,3.4e-08,2.76e-07,2.703e-07,-0.2301,1.276,-1.736,640600000,-639900000,-49.31,-39.32,3.012
Proc_Vol_max_127,ws,wz,tm,2.25,-2.5,18.37,25.28,70060000,46.65,3521000,2233,-0.4339,3.124e-08,2.924e-07,2.756e-07,-0.3833,1.255,-2.021,452200000,-473500000,-42.55,-36.25,3.276
Proc_Vol_max_128,ws,wz,tm,2.75,-2.5,15.05,23.55,108300000,48.32,3473000,1481,0.006195,3.645e-08,2.629e-07,2.665e-07,-0.05719,1.337,-1.452,746400000,-705900000,-40.37,-41.82,2.789
Proc_Vol_max_129,ws,wz,tm,2.5,-2.25,16.21,24.2,89170000,48.36,3459000,1771,0.005445,3.386e-08,2.705e-07,2.666e-07,-0.03658,1.433,-1.507,633500000,-632600000,-43.86,-38.91,2.94
Proc_Vol_max_130,ws,wz,tm,2.25,-2.25,18.09,25.15,69140000,46.7,3500000,2255,-0.2156,3.106e-08,2.86e-07,2.731e-07,-0.1917,1.404,-1.787,443600000,-460700000,-49.22,-35.66,3.191
Proc_Vol_max_131,ws,wz,tm,2.75,-2.25,14.76,23.38,108300000,48.74,3441000,1477,0.2159,3.633e-08,2.588e-07,2.609e-07,0.1372,1.5,-1.225,742900000,-704600000,-38.51,-41.58,2.725
Proc_Vol_max_132,ws,wz,tm,2.5,-2.75,16.75,24.48,90150000,47.8,3509000,1759,-0.4252,3.413e-08,2.794e-07,2.758e-07,-0.4292,1.104,-1.963,646100000,-644900000,-62.54,-39.5,3.067
Proc_Vol_max_133,ws,wz,tm,2.25,-2.75,18.61,25.39,71050000,46.59,3540000,2208,-0.6545,3.141e-08,2.975e-07,2.79e-07,-0.581,1.09,-2.251,460300000,-485400000,-39.23,-36.65,3.341
Proc_Vol_max_134,ws,wz,tm,2.75,-2.75,15.3,23.7,108500000,47.94,3500000,1481,-0.2091,3.656e-08,2.638e-07,2.753e-07,-0.2582,1.161,-1.678,750500000,-704300000,-42.56,-41.81,2.839
Proc_Vol_max_135,tm,tm,wp,2.5,-2.5,16.49,24.35,89190000,46.72,3467000,1837,-0.3603,3.328e-08,2.643e-07,2.749e-07,-0.3354,1.172,-1.842,609300000,-626400000,-48.75,-39.32,3.014
Proc_Vol_max_136,tm,tm,wp,2.25,-2.5,18.12,25.16,69530000,45.01,3505000,2327,-0.5762,3.051e-08,2.791e-07,2.793e-07,-0.4699,1.149,-2.089,410500000,-442100000,-35.99,-36.49,3.238
Proc_Vol_max_137,tm,tm,wp,2.75,-2.5,15.21,23.64,107700000,46.92,3456000,1541,-0.1547,3.573e-08,2.526e-07,2.721e-07,-0.1785,1.231,-1.588,732800000,-706700000,-48.76,-41.62,2.819
Proc_Vol_max_138,tm,tm,wp,2.5,-2.25,16.23,24.21,88510000,46.99,3444000,1848,-0.143,3.314e-08,2.597e-07,2.713e-07,-0.1363,1.338,-1.61,601600000,-619600000,-60.5,-38.95,2.948
Proc_Vol_max_139,tm,tm,wp,2.25,-2.25,17.83,25.02,68380000,45.03,3487000,2358,-0.3548,3.032e-08,2.736e-07,2.77e-07,-0.2719,1.306,-1.85,401000000,-429100000,-38.16,-35.98,3.157
Proc_Vol_max_140,tm,tm,wp,2.75,-2.25,14.95,23.49,107300000,47.32,3427000,1542,0.05948,3.561e-08,2.494e-07,2.666e-07,0.02099,1.402,-1.36,728400000,-702300000,-44.66,-41.41,2.761
Proc_Vol_max_141,tm,tm,wp,2.5,-2.75,16.72,24.46,89980000,46.47,3488000,1824,-0.5811,3.342e-08,2.668e-07,2.806e-07,-0.5391,0.9924,-2.071,616200000,-633100000,-44.09,-39.44,3.063
Proc_Vol_max_142,tm,tm,wp,2.25,-2.75,18.35,25.27,70730000,44.99,3521000,2295,-0.7997,3.068e-08,2.834e-07,2.828e-07,-0.6728,0.977,-2.323,418600000,-454500000,-34.43,-36.82,3.3
Proc_Vol_max_143,tm,tm,wp,2.75,-2.75,15.43,23.77,108200000,46.55,3480000,1537,-0.3746,3.584e-08,2.524e-07,2.813e-07,-0.3837,1.047,-1.815,736000000,-708000000,-56.77,-41.54,2.862
Proc_Vol_max_144,wp,tm,wp,2.5,-2.5,16.49,24.35,89190000,46.72,3467000,1837,-0.3603,3.328e-08,2.643e-07,2.749e-07,-0.3354,1.172,-1.842,609300000,-626400000,-48.75,-39.32,3.014
Proc_Vol_max_145,wp,tm,wp,2.25,-2.5,18.12,25.16,69530000,45.01,3505000,2327,-0.5762,3.051e-08,2.791e-07,2.793e-07,-0.4699,1.149,-2.089,410500000,-442100000,-35.99,-36.49,3.238
Proc_Vol_max_146,wp,tm,wp,2.75,-2.5,15.21,23.64,107700000,46.92,3456000,1541,-0.1547,3.573e-08,2.526e-07,2.721e-07,-0.1785,1.231,-1.588,732800000,-706700000,-48.76,-41.62,2.819
Proc_Vol_max_147,wp,tm,wp,2.5,-2.25,16.23,24.21,88510000,46.99,3444000,1848,-0.143,3.314e-08,2.597e-07,2.713e-07,-0.1363,1.338,-1.61,601600000,-619600000,-60.5,-38.95,2.948
Proc_Vol_max_148,wp,tm,wp,2.25,-2.25,17.83,25.02,68380000,45.03,3487000,2358,-0.3548,3.032e-08,2.736e-07,2.77e-07,-0.2719,1.306,-1.85,401000000,-429100000,-38.16,-35.98,3.157
Proc_Vol_max_149,wp,tm,wp,2.75,-2.25,14.95,23.49,107300000,47.32,3427000,1542,0.05948,3.561e-08,2.494e-07,2.666e-07,0.02099,1.402,-1.36,728400000,-702300000,-44.66,-41.41,2.761
Proc_Vol_max_150,wp,tm,wp,2.5,-2.75,16.72,24.46,89980000,46.47,3488000,1824,-0.5811,3.342e-08,2.668e-07,2.806e-07,-0.5391,0.9924,-2.071,616200000,-633100000,-44.09,-39.44,3.063
Proc_Vol_max_151,wp,tm,wp,2.25,-2.75,18.35,25.27,70730000,44.99,3521000,2295,-0.7997,3.068e-08,2.834e-07,2.828e-07,-0.6728,0.977,-2.323,418600000,-454500000,-34.43,-36.82,3.3
Proc_Vol_max_152,wp,tm,wp,2.75,-2.75,15.43,23.77,108200000,46.55,3480000,1537,-0.3746,3.584e-08,2.524e-07,2.813e-07,-0.3837,1.047,-1.815,736000000,-708000000,-56.77,-41.54,2.862
Proc_Vol_max_153,ws,tm,wp,2.5,-2.5,16.49,24.35,89190000,46.72,3467000,1837,-0.3603,3.328e-08,2.643e-07,2.749e-07,-0.3354,1.172,-1.842,609300000,-626400000,-48.75,-39.32,3.014
Proc_Vol_max_154,ws,tm,wp,2.25,-2.5,18.12,25.16,69530000,45.01,3505000,2327,-0.5762,3.051e-08,2.791e-07,2.793e-07,-0.4699,1.149,-2.089,410500000,-442100000,-35.99,-36.49,3.238
Proc_Vol_max_155,ws,tm,wp,2.75,-2.5,15.21,23.64,107700000,46.92,3456000,1541,-0.1547,3.573e-08,2.526e-07,2.721e-07,-0.1785,1.231,-1.588,732800000,-706700000,-48.76,-41.62,2.819
Proc_Vol_max_156,ws,tm,wp,2.5,-2.25,16.23,24.21,88510000,46.99,3444000,1848,-0.143,3.314e-08,2.597e-07,2.713e-07,-0.1363,1.338,-1.61,601600000,-619600000,-60.5,-38.95,2.948
Proc_Vol_max_157,ws,tm,wp,2.25,-2.25,17.83,25.02,68380000,45.03,3487000,2358,-0.3548,3.032e-08,2.736e-07,2.77e-07,-0.2719,1.306,-1.85,401000000,-429100000,-38.16,-35.98,3.157
Proc_Vol_max_158,ws,tm,wp,2.75,-2.25,14.95,23.49,107300000,47.32,3427000,1542,0.05948,3.561e-08,2.494e-07,2.666e-07,0.02099,1.402,-1.36,728400000,-702300000,-44.66,-41.41,2.761
Proc_Vol_max_159,ws,tm,wp,2.5,-2.75,16.72,24.46,89980000,46.47,3488000,1824,-0.5811,3.342e-08,2.668e-07,2.806e-07,-0.5391,0.9924,-2.071,616200000,-633100000,-44.09,-39.44,3.063
Proc_Vol_max_160,ws,tm,wp,2.25,-2.75,18.35,25.27,70730000,44.99,3521000,2295,-0.7997,3.068e-08,2.834e-07,2.828e-07,-0.6728,0.977,-2.323,418600000,-454500000,-34.43,-36.82,3.3
Proc_Vol_max_161,ws,tm,wp,2.75,-2.75,15.43,23.77,108200000,46.55,3480000,1537,-0.3746,3.584e-08,2.524e-07,2.813e-07,-0.3837,1.047,-1.815,736000000,-708000000,-56.77,-41.54,2.862
Proc_Vol_max_162,tm,wp,wp,2.5,-2.5,16.22,24.2,104800000,46.15,3560000,1704,-0.3458,3.269e-08,2.786e-07,2.744e-07,-0.3324,1.146,-1.811,658300000,-669400000,-54.23,-39.29,2.957
Proc_Vol_max_163,tm,wp,wp,2.25,-2.5,17.57,24.9,83050000,46.82,3602000,2133,-0.5742,3.002e-08,2.962e-07,2.784e-07,-0.4841,1.084,-2.052,453800000,-501400000,-37.43,-36.74,3.136
Proc_Vol_max_164,tm,wp,wp,2.75,-2.5,15.08,23.57,126000000,45.8,3544000,1440,-0.1299,3.504e-08,2.642e-07,2.725e-07,-0.1643,1.229,-1.558,772500000,-731900000,-45.62,-41.46,2.787
Proc_Vol_max_165,tm,wp,wp,2.5,-2.25,15.91,24.03,104200000,46.73,3535000,1710,-0.1295,3.258e-08,2.743e-07,2.696e-07,-0.1342,1.308,-1.577,651400000,-662800000,-61.84,-39.04,2.885
Proc_Vol_max_166,tm,wp,wp,2.25,-2.25,17.2,24.71,82090000,47.27,3583000,2154,-0.3539,2.988e-08,2.906e-07,2.754e-07,-0.2864,1.237,-1.81,443600000,-488100000,-39.96,-36.41,3.046
Proc_Vol_max_167,tm,wp,wp,2.75,-2.25,14.78,23.4,125900000,45.85,3514000,1438,0.08371,3.494e-08,2.619e-07,2.651e-07,0.03437,1.397,-1.328,771800000,-731800000,-42.52,-41.35,2.725
Proc_Vol_max_168,tm,wp,wp,2.5,-2.75,16.48,24.34,105600000,45.62,3582000,1696,-0.567,3.28e-08,2.799e-07,2.821e-07,-0.5356,0.9699,-2.041,664400000,-673600000,-46.66,-39.31,3.011
Proc_Vol_max_169,tm,wp,wp,2.25,-2.75,17.87,25.04,84100000,46.42,3620000,2109,-0.7974,3.015e-08,2.999e-07,2.831e-07,-0.6865,0.9158,-2.289,463000000,-513900000,-35.59,-36.93,3.205
Proc_Vol_max_170,tm,wp,wp,2.75,-2.75,15.33,23.71,126300000,45.78,3569000,1440,-0.3513,3.513e-08,2.62e-07,2.85e-07,-0.3699,1.047,-1.786,775300000,-732700000,-50.86,-41.28,2.833
Proc_Vol_max_171,wp,wp,wp,2.5,-2.5,16.22,24.2,104800000,46.15,3560000,1704,-0.3458,3.269e-08,2.786e-07,2.744e-07,-0.3324,1.146,-1.811,658300000,-669400000,-54.23,-39.29,2.957
Proc_Vol_max_172,wp,wp,wp,2.25,-2.5,17.57,24.9,83050000,46.82,3602000,2133,-0.5742,3.002e-08,2.962e-07,2.784e-07,-0.4841,1.084,-2.052,453800000,-501400000,-37.43,-36.74,3.136
Proc_Vol_max_173,wp,wp,wp,2.75,-2.5,15.08,23.57,126000000,45.8,3544000,1440,-0.1299,3.504e-08,2.642e-07,2.725e-07,-0.1643,1.229,-1.558,772500000,-731900000,-45.62,-41.46,2.787
Proc_Vol_max_174,wp,wp,wp,2.5,-2.25,15.91,24.03,104200000,46.73,3535000,1710,-0.1295,3.258e-08,2.743e-07,2.696e-07,-0.1342,1.308,-1.577,651400000,-662800000,-61.84,-39.04,2.885
Proc_Vol_max_175,wp,wp,wp,2.25,-2.25,17.2,24.71,82090000,47.27,3583000,2154,-0.3539,2.988e-08,2.906e-07,2.754e-07,-0.2864,1.237,-1.81,443600000,-488100000,-39.96,-36.41,3.046
Proc_Vol_max_176,wp,wp,wp,2.75,-2.25,14.78,23.4,125900000,45.85,3514000,1438,0.08371,3.494e-08,2.619e-07,2.651e-07,0.03437,1.397,-1.328,771800000,-731800000,-42.52,-41.35,2.725
Proc_Vol_max_177,wp,wp,wp,2.5,-2.75,16.48,24.34,105600000,45.62,3582000,1696,-0.567,3.28e-08,2.799e-07,2.821e-07,-0.5356,0.9699,-2.041,664400000,-673600000,-46.66,-39.31,3.011
Proc_Vol_max_178,wp,wp,wp,2.25,-2.75,17.87,25.04,84100000,46.42,3620000,2109,-0.7974,3.015e-08,2.999e-07,2.831e-07,-0.6865,0.9158,-2.289,463000000,-513900000,-35.59,-36.93,3.205
Proc_Vol_max_179,wp,wp,wp,2.75,-2.75,15.33,23.71,126300000,45.78,3569000,1440,-0.3513,3.513e-08,2.62e-07,2.85e-07,-0.3699,1.047,-1.786,775300000,-732700000,-50.86,-41.28,2.833
Proc_Vol_max_180,ws,wp,wp,2.5,-2.5,16.22,24.2,104800000,46.15,3560000,1704,-0.3458,3.269e-08,2.786e-07,2.744e-07,-0.3324,1.146,-1.811,658300000,-669400000,-54.23,-39.29,2.957
Proc_Vol_max_181,ws,wp,wp,2.25,-2.5,17.57,24.9,83050000,46.82,3602000,2133,-0.5742,3.002e-08,2.962e-07,2.784e-07,-0.4841,1.084,-2.052,453800000,-501400000,-37.43,-36.74,3.136
Proc_Vol_max_182,ws,wp,wp,2.75,-2.5,15.08,23.57,126000000,45.8,3544000,1440,-0.1299,3.504e-08,2.642e-07,2.725e-07,-0.1643,1.229,-1.558,772500000,-731900000,-45.62,-41.46,2.787
Proc_Vol_max_183,ws,wp,wp,2.5,-2.25,15.91,24.03,104200000,46.73,3535000,1710,-0.1295,3.258e-08,2.743e-07,2.696e-07,-0.1342,1.308,-1.577,651400000,-662800000,-61.84,-39.04,2.885
Proc_Vol_max_184,ws,wp,wp,2.25,-2.25,17.2,24.71,82090000,47.27,3583000,2154,-0.3539,2.988e-08,2.906e-07,2.754e-07,-0.2864,1.237,-1.81,443600000,-488100000,-39.96,-36.41,3.046
Proc_Vol_max_185,ws,wp,wp,2.75,-2.25,14.78,23.4,125900000,45.85,3514000,1438,0.08371,3.494e-08,2.619e-07,2.651e-07,0.03437,1.397,-1.328,771800000,-731800000,-42.52,-41.35,2.725
Proc_Vol_max_186,ws,wp,wp,2.5,-2.75,16.48,24.34,105600000,45.62,3582000,1696,-0.567,3.28e-08,2.799e-07,2.821e-07,-0.5356,0.9699,-2.041,664400000,-673600000,-46.66,-39.31,3.011
Proc_Vol_max_187,ws,wp,wp,2.25,-2.75,17.87,25.04,84100000,46.42,3620000,2109,-0.7974,3.015e-08,2.999e-07,2.831e-07,-0.6865,0.9158,-2.289,463000000,-513900000,-35.59,-36.93,3.205
Proc_Vol_max_188,ws,wp,wp,2.75,-2.75,15.33,23.71,126300000,45.78,3569000,1440,-0.3513,3.513e-08,2.62e-07,2.85e-07,-0.3699,1.047,-1.786,775300000,-732700000,-50.86,-41.28,2.833
Proc_Vol_max_189,tm,ws,wp,2.5,-2.5,16.75,24.48,76120000,45.45,3379000,1995,-0.38,3.391e-08,2.513e-07,2.76e-07,-0.3407,1.193,-1.874,537900000,-559000000,-44.68,-39.35,3.067
Proc_Vol_max_190,tm,ws,wp,2.25,-2.5,18.53,25.36,58200000,45.57,3425000,2562,-0.5851,3.112e-08,2.65e-07,2.805e-07,-0.4594,1.2,-2.119,357100000,-367300000,-34.52,-36.39,3.319
Proc_Vol_max_191,tm,ws,wp,2.75,-2.5,15.37,23.74,91900000,47.17,3365000,1659,-0.1842,3.639e-08,2.412e-07,2.727e-07,-0.1953,1.232,-1.623,661500000,-655400000,-55.11,-41.73,2.855
Proc_Vol_max_192,tm,ws,wp,2.5,-2.25,16.52,24.36,75270000,45.42,3358000,2012,-0.1616,3.374e-08,2.467e-07,2.731e-07,-0.1404,1.363,-1.643,529900000,-549200000,-50.14,-38.89,3.006
Proc_Vol_max_193,tm,ws,wp,2.25,-2.25,18.3,25.25,57190000,46.07,3410000,2604,-0.3627,3.091e-08,2.596e-07,2.786e-07,-0.2608,1.361,-1.882,348500000,-355000000,-36.36,-35.74,3.243
Proc_Vol_max_194,tm,ws,wp,2.75,-2.25,15.14,23.61,91400000,47.33,3339000,1665,0.03099,3.625e-08,2.377e-07,2.684e-07,0.005386,1.406,-1.395,654700000,-649400000,-48.15,-41.44,2.801
Proc_Vol_max_195,tm,ws,wp,2.5,-2.75,16.93,24.58,77030000,45.48,3398000,1976,-0.6012,3.407e-08,2.544e-07,2.803e-07,-0.5453,1.011,-2.101,545000000,-567300000,-41.59,-39.57,3.112
Proc_Vol_max_196,tm,ws,wp,2.25,-2.75,18.72,25.44,59240000,45.06,3438000,2519,-0.8093,3.131e-08,2.695e-07,2.831e-07,-0.6633,1.025,-2.351,363900000,-379300000,-33.21,-36.85,3.376
Proc_Vol_max_197,tm,ws,wp,2.75,-2.75,15.57,23.84,92510000,47.03,3388000,1652,-0.4037,3.652e-08,2.423e-07,2.795e-07,-0.4009,1.046,-1.848,666700000,-660200000,-67.82,-41.73,2.894
Proc_Vol_max_198,wp,ws,wp,2.5,-2.5,16.75,24.48,76120000,45.45,3379000,1995,-0.38,3.391e-08,2.513e-07,2.76e-07,-0.3407,1.193,-1.874,537900000,-559000000,-44.68,-39.35,3.067
Proc_Vol_max_199,wp,ws,wp,2.25,-2.5,18.53,25.36,58200000,45.57,3425000,2562,-0.5851,3.112e-08,2.65e-07,2.805e-07,-0.4594,1.2,-2.119,357100000,-367300000,-34.52,-36.39,3.319
Proc_Vol_max_200,wp,ws,wp,2.75,-2.5,15.37,23.74,91900000,47.17,3365000,1659,-0.1842,3.639e-08,2.412e-07,2.727e-07,-0.1953,1.232,-1.623,661500000,-655400000,-55.11,-41.73,2.855
